lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,reserved_eq_assigned_roomtype,binary_response,market_Aviation,market_Complntry,market_Corprt,market_Direct,mar_Groups,market_OffTA,market_OnTA,distr_Corprt,distr_Direct,distr_GDS,distr_TATO,No_Deposit,Non_Refund
118,2,5,2,42.95,0,0,0,0,0,0,42.95,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
38,0,2,2,65.0,0,0,0,0,0,0,65.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
93,2,1,2,106.2,0,0,1,0,0,0,106.2,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
419,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
28,0,2,2,95.0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
14,1,3,2,74.8,0,0,0,0,0,0,74.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
10,0,1,2,108.0,0,0,0,0,4,0,108.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,3,2,139.33,0,1,0,0,1,0,139.33,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
17,1,5,2,227.67,0,0,0,0,0,0,227.67,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,2,1,2,133.83,0,0,0,0,0,0,133.83,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
59,1,1,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
128,1,2,2,126.9,0,0,0,0,1,0,126.9,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
346,0,4,2,72.25,0,0,0,0,0,0,72.25,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
148,0,1,1,39.0,0,0,0,0,0,0,39.0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,1
162,3,6,3,204.0,0,0,0,0,0,0,204.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
53,1,1,1,0.0,0,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
36,2,4,2,54.47,0,0,0,0,2,0,54.47,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,2,88.0,0,0,0,0,1,0,88.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
40,2,1,2,172.0,0,0,0,0,0,0,172.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
95,0,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
346,0,2,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
33,0,0,3,0.0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
245,0,2,2,37.8,0,0,0,0,0,0,37.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,1,0,1,43.0,0,0,0,0,0,0,43.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,8.0,0,0,0,0,2,0,8.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
28,1,3,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
174,0,3,1,95.67,0,0,0,0,0,0,95.67,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5,1,1,2,168.6,0,0,0,0,0,0,168.6,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
330,2,2,1,60.0,0,0,1,0,0,0,60.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
0,1,0,1,89.0,0,0,0,0,0,0,89.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
115,0,2,2,90.0,0,0,0,0,0,0,90.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
235,0,4,2,119.85,0,0,0,0,0,0,119.85,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
302,2,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
56,1,2,2,116.1,0,0,0,0,0,0,116.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
5,0,1,2,0.0,0,0,0,0,0,0,0.0,1,3,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
31,1,4,2,114.84,0,0,0,0,0,0,114.84,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
128,2,2,2,126.0,0,0,0,0,0,0,126.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
19,0,1,2,119.0,0,0,0,0,0,0,119.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
153,0,0,2,0.0,0,0,0,0,1,0,0.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,4,10,1,117.43,0,1,0,0,3,0,117.43,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
173,1,1,2,133.2,0,0,0,0,1,0,133.2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
482,0,2,2,62.8,0,0,0,0,0,0,62.8,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
3,0,1,1,168.0,0,0,0,0,0,0,168.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
292,0,2,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
279,1,2,1,76.5,0,0,0,0,0,0,76.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
69,2,1,2,85.67,0,0,0,0,0,58,85.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
16,2,1,1,95.0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
147,1,4,2,212.5,0,0,0,0,1,0,212.5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
368,0,3,2,112.67,0,0,0,0,0,0,112.67,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
40,1,1,2,96.3,0,0,1,0,0,0,96.3,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
26,2,6,2,70.07,0,0,0,0,0,0,70.07,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
119,2,5,2,160.0,0,0,0,0,0,0,160.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
81,0,3,3,86.55,0,0,0,0,0,0,86.55,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
256,0,3,2,96.3,0,0,0,0,0,0,96.3,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
7,0,1,2,140.0,0,0,0,0,0,0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,83.48,0,0,0,0,0,0,83.48,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
28,0,3,2,141.33,0,0,0,0,0,0,141.33,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,159.0,0,0,0,0,0,0,159.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,2,111.0,0,0,0,0,0,0,111.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
385,4,10,2,78.36,0,0,0,0,1,0,78.36,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
40,1,1,1,48.75,0,0,0,0,2,0,48.75,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
113,1,4,2,132.77,0,0,0,0,0,0,132.77,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
28,2,1,2,115.03,0,0,0,0,1,0,115.03,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
377,0,2,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1,2,2,2,27.6,0,0,0,0,0,0,27.6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,0,1,1,50.0,0,0,0,0,1,0,50.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
301,1,1,2,115.0,0,0,0,0,0,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
43,0,3,2,349.63,0,0,0,0,0,0,349.63,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
14,0,1,2,29.0,0,0,0,0,0,0,29.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
288,0,3,2,81.67,0,0,0,0,0,236,81.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
199,2,5,3,183.21,0,0,0,0,0,0,183.21,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
308,2,3,2,71.91,0,0,0,0,0,0,71.91,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
26,0,1,2,175.0,0,0,0,0,0,0,175.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
118,1,3,1,110.0,0,0,0,0,1,0,110.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
251,1,3,2,106.0,0,0,0,0,0,0,106.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
128,2,5,2,73.8,0,1,0,1,0,0,73.8,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
113,2,1,1,190.0,0,0,0,0,0,0,190.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,0,1,35.0,0,0,0,0,0,0,35.0,0,0,1,-1,0,0,1,0,0,0,0,0,1,0,0,1,0
172,3,5,1,46.8,0,0,0,0,0,0,46.8,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
62,1,4,2,79.0,0,0,0,0,0,0,79.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
61,1,2,2,109.8,0,0,0,0,0,0,109.8,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
454,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,1,2,89.5,0,0,0,0,1,0,89.5,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
145,2,1,2,108.0,0,0,0,0,0,0,108.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
59,1,1,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,1,2,120.0,0,0,0,0,0,0,120.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
320,0,2,2,115.0,0,0,0,0,2,0,115.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
7,0,1,1,65.0,0,1,3,7,0,0,65.0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
429,0,2,2,65.0,0,0,0,0,0,330,65.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
170,1,4,2,116.1,0,0,0,0,2,0,116.1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
88,2,0,2,120.0,0,0,0,0,0,0,120.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,1,2,48.0,0,0,0,0,0,0,48.0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
114,0,4,2,78.0,0,0,0,0,0,0,78.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
106,1,3,2,84.0,0,0,0,0,0,0,84.0,0,0,1,-1,0,0,0,0,1,0,0,0,1,0,0,0,1
21,1,0,2,149.0,0,0,0,0,0,0,149.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
157,1,2,2,114.3,0,0,0,0,0,0,114.3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
14,1,2,2,84.0,0,0,0,0,0,0,84.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
37,0,2,2,110.0,0,0,0,0,0,0,110.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
51,2,5,2,138.6,0,0,0,0,0,0,138.6,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
178,2,5,2,72.25,0,0,0,0,0,0,72.25,0,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,1,0
2,0,2,2,154.0,0,0,0,0,0,0,154.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
38,0,4,2,192.54,0,0,0,0,2,0,192.54,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
28,0,1,1,96.0,0,0,0,0,0,0,96.0,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
221,2,1,2,65.0,0,0,0,0,0,0,65.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
85,1,3,2,85.0,0,0,0,0,0,0,85.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
77,0,3,2,127.38,0,0,0,0,1,0,127.38,0,3,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
22,0,1,1,126.0,0,0,0,0,0,0,126.0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
169,2,2,2,106.0,0,0,0,0,0,48,106.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
276,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
109,2,1,2,75.0,0,0,1,0,0,44,75.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
26,0,4,2,226.5,0,0,0,0,0,0,226.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
276,0,3,2,116.33,0,0,0,0,0,178,116.33,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
84,0,2,3,189.0,0,0,0,0,0,0,189.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
188,0,2,1,130.0,0,0,0,0,0,39,130.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
1,0,4,2,72.5,1,0,0,0,2,0,72.5,0,2,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
2,2,2,2,199.0,0,0,0,0,1,0,199.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
212,1,1,2,96.0,0,0,0,0,0,0,96.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
17,1,1,2,107.0,0,0,1,0,0,0,107.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
32,1,1,1,75.0,0,0,0,0,0,0,75.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
175,2,5,2,96.17,0,0,0,0,0,0,96.17,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
29,1,2,2,166.5,0,0,0,0,0,0,166.5,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
131,2,5,2,80.0,0,0,0,0,1,0,80.0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
117,2,5,2,131.4,0,0,0,0,0,0,131.4,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
91,1,1,2,116.1,0,0,0,0,0,0,116.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
1,0,1,2,43.0,0,0,0,0,0,0,43.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,0,1,2,101.0,0,0,0,0,0,0,101.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
16,1,4,2,283.32,0,0,0,0,0,0,283.32,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
37,2,3,2,26.0,0,0,0,0,0,0,26.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
65,2,6,2,167.0,0,0,0,0,0,0,167.0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,2,76.0,0,0,0,0,0,0,76.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
7,1,0,1,95.0,0,0,0,0,0,0,95.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
80,0,4,2,75.95,0,0,0,0,0,0,75.95,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,3,2,188.0,0,0,0,0,1,0,188.0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
54,2,5,2,92.0,0,0,0,0,0,0,92.0,0,0,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0
181,0,2,1,120.0,0,0,0,0,0,0,120.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
80,0,2,2,124.0,0,0,0,0,0,0,124.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
11,5,10,1,95.0,0,0,0,0,0,0,95.0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
129,0,3,2,259.0,0,0,0,0,0,0,259.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
291,0,1,2,117.0,0,0,0,1,0,44,117.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
68,0,3,2,116.1,0,0,0,0,0,0,116.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
291,0,1,2,117.0,0,0,0,1,0,44,117.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
219,1,2,2,105.0,0,0,0,0,0,0,105.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
25,1,3,1,95.0,0,0,0,0,0,0,95.0,0,2,1,-1,0,0,1,0,0,0,0,1,0,0,0,1,0
475,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
63,1,3,1,68.0,0,0,0,0,0,0,68.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
12,0,2,2,92.5,0,0,0,0,0,0,92.5,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
3,1,1,2,207.05,0,0,0,0,0,0,207.05,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
262,1,1,2,62.0,0,0,1,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
37,0,3,2,96.3,0,0,0,0,0,0,96.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
6,0,1,3,0.0,0,0,0,0,0,0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
115,2,2,2,88.4,0,0,0,0,2,0,88.4,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
58,0,2,2,108.0,0,0,0,0,0,0,108.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
10,1,3,2,106.5,0,0,0,0,1,0,106.5,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
91,2,5,2,191.0,0,0,0,0,0,0,191.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
201,1,5,2,117.0,0,0,0,0,0,0,117.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
76,1,1,2,79.2,0,0,0,0,0,0,79.2,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
35,1,1,2,76.5,0,0,0,0,0,0,76.5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
93,0,2,3,137.7,0,0,0,0,0,0,137.7,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
10,0,2,2,68.0,0,0,0,0,0,0,68.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
102,0,1,2,125.0,0,0,0,0,0,0,125.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
9,4,10,2,74.8,0,0,0,0,0,0,74.8,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
103,1,4,2,49.59,0,0,0,0,0,0,49.59,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
111,2,1,3,137.7,0,0,0,0,0,0,137.7,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
26,0,1,2,120.0,0,0,0,0,0,0,120.0,0,0,1,-1,0,0,0,0,0,1,0,1,0,0,0,1,0
45,0,3,3,202.67,0,0,0,0,0,0,202.67,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
114,2,3,3,119.0,0,0,0,0,0,0,119.0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2,0,1,2,230.0,0,0,0,0,0,0,230.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
88,0,3,2,140.0,0,0,0,0,0,0,140.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
142,0,3,2,109.2,0,0,0,0,0,0,109.2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
45,2,2,2,52.4,0,0,0,0,0,0,52.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
279,2,5,2,63.4,0,0,1,0,0,0,63.4,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
111,2,2,2,101.75,0,0,0,0,2,0,101.75,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
197,1,1,2,85.0,0,0,0,0,0,0,85.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
75,2,1,2,170.0,0,0,0,0,0,0,170.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
199,1,2,2,68.0,0,0,0,0,0,0,68.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
412,0,2,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
153,1,4,2,130.5,0,0,0,0,0,0,130.5,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
95,2,4,2,328.0,0,0,0,0,0,0,328.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
72,2,2,2,70.72,0,0,0,0,0,0,70.72,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
85,2,5,2,114.14,0,0,0,0,0,0,114.14,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,1,0,2,58.0,0,0,0,0,0,0,58.0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
27,1,1,2,62.0,0,0,0,0,0,0,62.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
120,0,3,3,159.3,0,0,0,0,0,0,159.3,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
74,0,2,2,109.0,0,0,0,0,0,0,109.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
213,0,3,2,130.0,0,0,0,0,0,62,130.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
78,2,1,2,162.0,0,0,0,0,0,0,162.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
158,0,2,2,125.0,0,0,0,0,0,0,125.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
259,1,4,2,140.43,0,0,0,0,0,0,140.43,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
89,0,3,2,12.0,0,0,0,0,1,0,12.0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
48,1,5,2,195.3,0,0,0,0,0,0,195.3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
14,2,5,3,139.0,0,0,0,0,0,0,139.0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
312,2,5,1,45.0,0,0,0,0,1,0,45.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0
13,0,2,1,65.0,0,0,0,0,1,0,65.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
93,1,2,2,211.0,0,0,0,0,1,0,211.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5,1,0,1,86.0,0,0,0,0,0,0,86.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
112,0,2,2,95.0,0,0,0,0,0,0,95.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
104,0,3,1,65.0,0,0,0,0,0,0,65.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
150,2,1,2,117.0,0,0,0,0,0,0,117.0,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
3,0,1,1,160.0,0,0,0,0,1,0,160.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
13,1,3,3,169.5,0,0,0,0,0,0,169.5,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
78,0,4,2,70.0,0,0,0,0,0,0,70.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
162,2,1,1,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
8,0,2,2,99.5,0,0,0,0,0,0,99.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
211,0,2,2,100.0,0,0,0,0,0,111,100.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
213,1,1,2,115.0,0,0,0,0,0,0,115.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
311,2,5,2,151.14,0,0,0,0,0,0,151.14,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
193,1,2,2,120.0,0,0,0,0,0,39,120.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1
61,0,2,2,80.0,0,0,0,0,0,0,80.0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1
195,0,1,2,90.0,0,0,0,0,0,0,90.0,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
35,2,1,2,98.1,0,0,0,0,0,0,98.1,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
96,1,2,2,87.3,0,0,0,0,0,0,87.3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
102,0,1,2,118.8,0,0,0,0,0,0,118.8,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
32,0,2,1,73.0,0,0,1,0,0,0,73.0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,1,0
25,1,0,2,131.0,0,0,0,0,1,0,131.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
52,1,2,2,93.6,0,0,0,0,0,0,93.6,0,0,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
51,1,2,2,160.0,0,0,0,0,0,0,160.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
0,3,8,1,90.0,0,0,0,0,6,0,90.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
113,2,2,2,32.4,0,0,0,0,0,0,32.4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
36,1,3,2,49.17,0,0,0,0,0,0,49.17,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
33,2,5,1,143.43,0,0,0,0,0,0,143.43,0,1,1,-1,0,0,0,0,0,0,1,0,0,0,1,1,0
